id,traceId,projectId,type,environment,parentObservationId,startTime,endTime,name,metadata,level,statusMessage,version,input,output,modelParameters,completionStartTime,promptId,createdAt,updatedAt,usageDetails,costDetails,providedCostDetails,model,internalModelId,promptName,promptVersion,latency,timeToFirstToken,inputCost,outputCost,totalCost,inputUsage,outputUsage,totalUsage,traceName,traceTags,traceTimestamp,userId,modelId,inputPrice,outputPrice,totalPrice,parsed_metadata,model,endpoint_id,project_number,latency_seconds,input_tokens,output_tokens,total_tokens,article_word_count,timestamp
f79d79db4f15f840,187256718e0c930078dcc354076a5221,cmh270g6p000mad07qlm3ynvv,GENERATION,production,,2025-10-27T11:44:09.969Z,2025-10-27T11:44:21.295Z,vertex_ai_summarization,"{""resourceAttributes"":{""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.37.0"",""host.name"":""cf0843fa0ca397dc42f23a59195d05d0987f244a6ff62d8a19b3a356b4d5d60f"",""service.name"":""chainlit"",""deployment.environment"":""production""},""scope"":{""name"":""langfuse-sdk"",""version"":""3.8.1"",""attributes"":{""public_key"":""pk-lf-8e03ff3b-ef28-49e6-b226-5535cf344acf""}}}",DEFAULT,,,"{""args"":[""<|user|>\nYou are a professional journalist assistant. Summarize the following article in **no more than 5 short lines**. Each line should be a full sentence. Avoid details, examples, and numbers unless essential. Focus only on the main idea, key facts, and implications.\n\nArticle:\n🧠 1. Tech — The Rise of Edge AI: Bringing Intelligence Closer to the Source\n\nIn the past decade, artificial intelligence has largely relied on cloud computing. However, as connected devices multiply, Edge AI is emerging as a revolutionary alternative.\nInstead of sending data to distant servers, edge devices — such as smart cameras, drones, or industrial sensors — now process data locally, drastically reducing latency and bandwidth costs.\n\nThis shift enables real-time decision-making, crucial for applications like autonomous vehicles or predictive maintenance in factories. With chipmakers like NVIDIA and Qualcomm optimizing hardware for on-device learning, Edge AI is poised to redefine efficiency and privacy in the AI ecosystem.\n\nNow write the summary:<|end|>\n<|assistant|>\n""],""kwargs"":{}}","{""output"":""❌ API error: {'code': 404, 'message': 'Endpoint `projects/54825872111/locations/europe-west2/endpoints/5078226394278789120` not found.', 'status': 'NOT_FOUND'}"",""metadata"":{""model"":""microsoft/Phi-3-mini-4k-instruct"",""endpoint_id"":""5078226394278789120"",""project_number"":""54825872111"",""latency_seconds"":11.29,""input_tokens"":252,""output_tokens"":80,""total_tokens"":332,""article_word_count"":109,""timestamp"":""2025-10-27T11:44:21.295273""}}",{},,,2025-10-27T11:44:22.685Z,2025-10-27T11:44:22.685Z,{},{},{},,,,,11326.0,,,,0,0,0,0,vertex_ai_summarization,[],2025-10-27 11:44:09.969,,,,,,"{'model': 'microsoft/Phi-3-mini-4k-instruct', 'endpoint_id': '5078226394278789120', 'project_number': '54825872111', 'latency_seconds': 11.29, 'input_tokens': 252, 'output_tokens': 80, 'total_tokens': 332, 'article_word_count': 109, 'timestamp': '2025-10-27T11:44:21.295273'}",microsoft/Phi-3-mini-4k-instruct,5078226394278789120,54825872111,11.29,252.0,80.0,332.0,109.0,2025-10-27T11:44:21.295273
07b18d337fe57131,1872568eedc2c10029a8bd2d4eb25072,cmh270g6p000mad07qlm3ynvv,SPAN,production,,2025-10-27T11:46:16.129Z,2025-10-27T11:46:16.129Z,init Message,"{""attributes"":{},""resourceAttributes"":{""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.37.0"",""host.name"":""cf0843fa0ca397dc42f23a59195d05d0987f244a6ff62d8a19b3a356b4d5d60f"",""service.name"":""chainlit"",""deployment.environment"":""production""},""scope"":{""name"":""chainlit"",""version"":""1.3.1"",""attributes"":{}}}",DEFAULT,,,,,,,,2025-10-27T11:46:17.687Z,2025-10-27T11:46:17.688Z,{},{},{},,,,,0.0,,,,0,0,0,0,init Message,[],2025-10-27 11:46:16.129,,,,,,{},,,,,,,,,
0994f495c91ba699,1872569195b0a300cf98410a1481d881,cmh270g6p000mad07qlm3ynvv,SPAN,production,,2025-10-27T11:46:27.536Z,2025-10-27T11:46:27.536Z,update_step,"{""attributes"":{},""resourceAttributes"":{""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.37.0"",""host.name"":""cf0843fa0ca397dc42f23a59195d05d0987f244a6ff62d8a19b3a356b4d5d60f"",""service.name"":""chainlit"",""deployment.environment"":""production""},""scope"":{""name"":""chainlit"",""version"":""1.3.1"",""attributes"":{}}}",DEFAULT,,,,,,,,2025-10-27T11:46:27.804Z,2025-10-27T11:46:27.804Z,{},{},{},,,,,0.0,,,,0,0,0,0,update_step,[],2025-10-27 11:46:27.536,,,,,,{},,,,,,,,,
122298b62feff5cf,1872568388fcfa00cf5d320eb4730f86,cmh270g6p000mad07qlm3ynvv,SPAN,production,,2025-10-27T11:45:27.194Z,2025-10-27T11:45:27.194Z,init Step run,"{""attributes"":{},""resourceAttributes"":{""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.37.0"",""host.name"":""cf0843fa0ca397dc42f23a59195d05d0987f244a6ff62d8a19b3a356b4d5d60f"",""service.name"":""chainlit"",""deployment.environment"":""production""},""scope"":{""name"":""chainlit"",""version"":""1.3.1"",""attributes"":{}}}",DEFAULT,,,,,,,,2025-10-27T11:45:27.859Z,2025-10-27T11:45:27.859Z,{},{},{},,,,,0.0,,,,0,0,0,0,init Step run,[],2025-10-27 11:45:27.194,,,,,,{},,,,,,,,,
1494741d98ba1cbd,1872568e1c87ab004a80c0cb5186dba0,cmh270g6p000mad07qlm3ynvv,SPAN,production,,2025-10-27T11:46:12.621Z,2025-10-27T11:46:12.621Z,connection_successful,"{""attributes"":{},""resourceAttributes"":{""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.37.0"",""host.name"":""cf0843fa0ca397dc42f23a59195d05d0987f244a6ff62d8a19b3a356b4d5d60f"",""service.name"":""chainlit"",""deployment.environment"":""production""},""scope"":{""name"":""chainlit"",""version"":""1.3.1"",""attributes"":{}}}",DEFAULT,,,,,,,,2025-10-27T11:46:17.687Z,2025-10-27T11:46:17.688Z,{},{},{},,,,,0.0,,,,0,0,0,0,connection_successful,[],2025-10-27 11:46:12.621,,,,,,{},,,,,,,,,
1aa75e6d0ae977c9,1872569195761400fbd2872a16401499,cmh270g6p000mad07qlm3ynvv,SPAN,production,,2025-10-27T11:46:27.533Z,2025-10-27T11:46:27.533Z,init Message,"{""attributes"":{},""resourceAttributes"":{""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.37.0"",""host.name"":""cf0843fa0ca397dc42f23a59195d05d0987f244a6ff62d8a19b3a356b4d5d60f"",""service.name"":""chainlit"",""deployment.environment"":""production""},""scope"":{""name"":""chainlit"",""version"":""1.3.1"",""attributes"":{}}}",DEFAULT,,,,,,,,2025-10-27T11:46:27.804Z,2025-10-27T11:46:27.804Z,{},{},{},,,,,0.0,,,,0,0,0,0,init Message,[],2025-10-27 11:46:27.533,,,,,,{},,,,,,,,,
28335ba53168eef5,18725684fa7e840084dd564b8659ee16,cmh270g6p000mad07qlm3ynvv,SPAN,production,,2025-10-27T11:45:33.393Z,2025-10-27T11:45:33.393Z,init Step run,"{""attributes"":{},""resourceAttributes"":{""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.37.0"",""host.name"":""cf0843fa0ca397dc42f23a59195d05d0987f244a6ff62d8a19b3a356b4d5d60f"",""service.name"":""chainlit"",""deployment.environment"":""production""},""scope"":{""name"":""chainlit"",""version"":""1.3.1"",""attributes"":{}}}",DEFAULT,,,,,,,,2025-10-27T11:45:32.937Z,2025-10-27T11:45:32.937Z,{},{},{},,,,,0.0,,,,0,0,0,0,init Step run,[],2025-10-27 11:45:33.393,,,,,,{},,,,,,,,,
3469af0a1240fae6,1872568e215ec800a59b1331a4c4900b,cmh270g6p000mad07qlm3ynvv,SPAN,production,,2025-10-27T11:46:12.700Z,2025-10-27T11:46:12.700Z,init Message,"{""attributes"":{},""resourceAttributes"":{""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.37.0"",""host.name"":""cf0843fa0ca397dc42f23a59195d05d0987f244a6ff62d8a19b3a356b4d5d60f"",""service.name"":""chainlit"",""deployment.environment"":""production""},""scope"":{""name"":""chainlit"",""version"":""1.3.1"",""attributes"":{}}}",DEFAULT,,,,,,,,2025-10-27T11:46:17.687Z,2025-10-27T11:46:17.688Z,{},{},{},,,,,0.0,,,,0,0,0,0,init Message,[],2025-10-27 11:46:12.700,,,,,,{},,,,,,,,,
34e91ef14536a357,187256743172bd000b6a97565c025dd4,cmh270g6p000mad07qlm3ynvv,SPAN,production,,2025-10-27T11:44:21.301Z,2025-10-27T11:44:21.301Z,init Message,"{""attributes"":{},""resourceAttributes"":{""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.37.0"",""host.name"":""cf0843fa0ca397dc42f23a59195d05d0987f244a6ff62d8a19b3a356b4d5d60f"",""service.name"":""chainlit"",""deployment.environment"":""production""},""scope"":{""name"":""chainlit"",""version"":""1.3.1"",""attributes"":{}}}",DEFAULT,,,,,,,,2025-10-27T11:44:22.685Z,2025-10-27T11:44:22.685Z,{},{},{},,,,,0.0,,,,0,0,0,0,init Message,[],2025-10-27 11:44:21.301,,,,,,{},,,,,,,,,
390a15707c487c1f,187256718c74f7006614c6c3a606b70b,cmh270g6p000mad07qlm3ynvv,SPAN,production,,2025-10-27T11:44:09.943Z,2025-10-27T11:44:09.943Z,init Step run,"{""attributes"":{},""resourceAttributes"":{""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.37.0"",""host.name"":""cf0843fa0ca397dc42f23a59195d05d0987f244a6ff62d8a19b3a356b4d5d60f"",""service.name"":""chainlit"",""deployment.environment"":""production""},""scope"":{""name"":""chainlit"",""version"":""1.3.1"",""attributes"":{}}}",DEFAULT,,,,,,,,2025-10-27T11:44:12.585Z,2025-10-27T11:44:12.585Z,{},{},{},,,,,0.0,,,,0,0,0,0,init Step run,[],2025-10-27 11:44:09.943,,,,,,{},,,,,,,,,
3fa3f59550923268,1872568e216e8c00bf92c7eded12f212,cmh270g6p000mad07qlm3ynvv,SPAN,production,,2025-10-27T11:46:12.701Z,2025-10-27T11:46:12.701Z,update_step,"{""attributes"":{},""resourceAttributes"":{""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.37.0"",""host.name"":""cf0843fa0ca397dc42f23a59195d05d0987f244a6ff62d8a19b3a356b4d5d60f"",""service.name"":""chainlit"",""deployment.environment"":""production""},""scope"":{""name"":""chainlit"",""version"":""1.3.1"",""attributes"":{}}}",DEFAULT,,,,,,,,2025-10-27T11:46:17.687Z,2025-10-27T11:46:17.688Z,{},{},{},,,,,0.0,,,,0,0,0,0,update_step,[],2025-10-27 11:46:12.701,,,,,,{},,,,,,,,,
45342d840e972677,187256838956990091f40ffd636ed495,cmh270g6p000mad07qlm3ynvv,SPAN,production,,2025-10-27T11:45:27.200Z,2025-10-27T11:45:27.200Z,send_message,"{""attributes"":{},""resourceAttributes"":{""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.37.0"",""host.name"":""cf0843fa0ca397dc42f23a59195d05d0987f244a6ff62d8a19b3a356b4d5d60f"",""service.name"":""chainlit"",""deployment.environment"":""production""},""scope"":{""name"":""chainlit"",""version"":""1.3.1"",""attributes"":{}}}",DEFAULT,,,,,,,,2025-10-27T11:45:27.859Z,2025-10-27T11:45:27.859Z,{},{},{},,,,,0.0,,,,0,0,0,0,send_message,[],2025-10-27 11:45:27.200,,,,,,{},,,,,,,,,
46cc51adc08b864e,1872567431b8dd0064c2ce778b799217,cmh270g6p000mad07qlm3ynvv,SPAN,production,,2025-10-27T11:44:21.305Z,2025-10-27T11:44:21.305Z,update_step,"{""attributes"":{},""resourceAttributes"":{""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.37.0"",""host.name"":""cf0843fa0ca397dc42f23a59195d05d0987f244a6ff62d8a19b3a356b4d5d60f"",""service.name"":""chainlit"",""deployment.environment"":""production""},""scope"":{""name"":""chainlit"",""version"":""1.3.1"",""attributes"":{}}}",DEFAULT,,,,,,,,2025-10-27T11:44:22.685Z,2025-10-27T11:44:22.685Z,{},{},{},,,,,0.0,,,,0,0,0,0,update_step,[],2025-10-27 11:44:21.305,,,,,,{},,,,,,,,,
493e3a967b2165e7,18725683895ee70045aaa7a9ba59d49a,cmh270g6p000mad07qlm3ynvv,SPAN,production,,2025-10-27T11:45:27.200Z,2025-10-27T11:45:27.200Z,update_step,"{""attributes"":{},""resourceAttributes"":{""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.37.0"",""host.name"":""cf0843fa0ca397dc42f23a59195d05d0987f244a6ff62d8a19b3a356b4d5d60f"",""service.name"":""chainlit"",""deployment.environment"":""production""},""scope"":{""name"":""chainlit"",""version"":""1.3.1"",""attributes"":{}}}",DEFAULT,,,,,,,,2025-10-27T11:45:27.859Z,2025-10-27T11:45:27.859Z,{},{},{},,,,,0.0,,,,0,0,0,0,update_step,[],2025-10-27 11:45:27.200,,,,,,{},,,,,,,,,
